EpochIndex,EpochT,PrnSatellitesIndex,Pseudorange,Snr,SatPosX,SatPosY,SatPosZ,SatSystem,rec_bias,GT_x,GT_y,GT_z,cov
156,1567043384.06399,111,36859981.1936233,24,-10756059.5346053,26135181.7126146,-17252742.0521553,4,-0.00343521358705203,-2704306.88150123,-4259991.26676133,3888259.65005419,1.3385333025
156,1567043384.06399,112,35828938.2803119,28,-15251493.4665005,13018623.8705577,33931389.2583911,4,-0.00343521358705203,-2704306.88150123,-4259991.26676133,3888259.65005419,0.703003433209
156,1567043384.06399,114,35880667.6077309,26,-1721422.13839994,31968431.1154677,-3106080.49983848,4,-0.00343521358705203,-2704306.88150123,-4259991.26676133,3888259.65005419,0.879617018641
156,1567043384.06399,115,36299740.5297115,17,1820626.39907189,18307160.1056015,33277772.354043,4,-0.00343521358705203,-2704306.88150123,-4259991.26676133,3888259.65005419,0.7632992689
156,1567043384.06399,121,36927387.1070823,19,-8314125.06190686,28049036.8784306,-15227353.51444,4,-0.00343521358705203,-2704306.88150123,-4259991.26676133,3888259.65005419,1.2270214441
156,1567043384.06399,135,21517771.1316762,39,-919174.491021898,18198825.273806,2988782.97145915,4,-0.00343521358705203,-2704306.88150123,-4259991.26676133,3888259.65005419,0.8019560704
157,1567043385.07248,1,20487080.7188891,24,-13617611.6550074,12481452.1808544,-4086373.29930358,1,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.959222401201
157,1567043385.07248,7,19918047.1235775,18,-1705787.75108719,10970368.3434255,18235573.1229312,1,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.679943720569
157,1567043385.07248,8,20158355.7007278,19,-9887720.81562083,4153374.27096708,21958876.6151322,1,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.738410238864
157,1567043385.07248,9,22001911.1013753,34,5643720.33715823,15602801.1148414,-4250154.25736063,1,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,1.5514944481
157,1567043385.07248,107,36282950.4255138,36,4087094.95251352,32233901.162124,106221.918405435,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.909593283076
157,1567043385.07248,111,36860435.4465906,18,-10755100.4247808,26134342.8572129,-17254827.4477026,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,1.3386258601
157,1567043385.07248,112,35829062.1565396,27,-15252581.0922541,13018404.0083239,33931007.9991349,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.702969895489
157,1567043385.07248,114,35881086.0462232,27,-1720181.67301006,31968174.7097781,-3108567.93079183,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.879639527881
157,1567043385.07248,115,36299884.0723594,17,1819715.2315118,18306501.5011819,33278390.6218983,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.7632643225
157,1567043385.07248,121,36927861.3221277,16,-8313056.43801282,28048272.4796664,-15229557.9384863,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,1.2271100625
157,1567043385.07248,132,20838557.1927293,39,-12391997.0707707,8935280.59991878,18388381.425818,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.637769946025
157,1567043385.07248,135,21517625.2483849,41,-919289.399359072,18198645.4904832,2991890.74966855,4,-0.00343468535881753,-2704298.03849731,-4259996.4313236,3888261.47285988,0.8018307025
158,1567043386.06195,7,19917815.6499889,15,-1707266.86254398,10971837.2808692,18233543.1710169,1,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,0.679869509764
158,1567043386.06195,8,20158893.9439766,19,-9888801.01643331,4150992.50595209,21960000.4479699,1,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,0.738451486224
158,1567043386.06195,9,22002469.233983,37,5643178.35912418,15602237.5553368,-4253196.16859119,1,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,1.5517186624
158,1567043386.06195,107,36283106.5468512,39,4087094.84020725,32233893.5139083,106234.517094317,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,0.909551319616
158,1567043386.06195,111,36860892.2494394,16,-10754140.3732005,26133504.2281334,-17256913.5228571,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,1.3387415616
158,1567043386.06195,112,35829180.2479859,27,-15253667.6886046,13018184.6782645,33930625.7867093,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,0.702941389056
158,1567043386.06195,113,37113266.1453672,27,-26014203.6322962,20404383.464738,-13524113.3219204,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,1.1960921956
158,1567043386.06195,114,35881505.9740837,28,-1718940.18254855,31967918.4910818,-3111056.11928982,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,0.879669540649
158,1567043386.06195,115,36300028.8699176,18,1818805.03042303,18305843.4042722,33279007.9408826,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,0.763236365956
158,1567043386.06195,121,36928333.7182525,16,-8311986.862788,28047508.2950597,-15231763.0551234,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,1.2271986841
158,1567043386.06195,135,21517478.9431857,41,-919403.263341039,18198465.732747,2994997.71770365,4,-0.00343405394822921,-2704288.80872414,-4260001.86782506,3888263.27875193,0.801712507456
159,1567043387.07404,7,21116754.9773512,12,-1708744.47787246,10973306.725695,18231512.0292149,1,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,-1
159,1567043387.07404,8,21358609.34182,21,-9889880.15047397,4148611.29475498,21961123.0066214,1,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.738487578609
159,1567043387.07404,9,23202195.0798884,35,5642637.46364949,15601674.2906201,-4256238.79301685,1,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,1.5519428929
159,1567043387.07404,21,20727533.565095,28,-17316627.5336798,10108076.4702771,5518635.94393225,1,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.705243884944
159,1567043387.07404,107,37482433.6279514,39,4087095.98610055,32233886.4836982,106246.287910505,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.909503635041
159,1567043387.07404,108,36554098.241005,31,-15019761.2560403,29828879.2186694,711109.293507326,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.717475067521
159,1567043387.07404,111,38060521.6157905,15,-10753179.1827968,26132666.0715144,-17259000.3303618,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,1.3388341264
159,1567043387.07404,112,37028472.6556677,24,-15254753.0584009,13017966.1265115,33930242.568373,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.702909529609
159,1567043387.07404,113,38312264.1068246,26,-26013860.497015,20405883.3771201,-13521699.5237891,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,1.1958953449
159,1567043387.07404,114,37081098.9199066,29,-1717697.46995968,31967662.7055057,-3113545.11806074,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.8796939264
159,1567043387.07404,115,37499340.8211449,16,1817895.99290343,18305186.0609978,33279624.2582438,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.763201420996
159,1567043387.07404,121,38127975.6966541,15,-8310916.13917123,28046744.5707509,-15233968.9170838,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,1.2272873089
159,1567043387.07404,132,22038529.3741794,38,-12392048.4286307,8931391.10636218,18392598.0003727,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.637771543236
159,1567043387.07404,135,22716502.8568857,40,-919515.885926358,18198286.2467231,2998103.82274218,4,0.000566445505882528,-2704279.24721289,-4260007.49747547,3888265.17491342,0.801587158596
160,1567043388.06194,8,21359153.0863487,20,-9890958.20286875,4146230.75172593,21962244.1569793,1,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.738521953129
160,1567043388.06194,9,23202753.4026195,36,5642097.66560363,15601111.4350901,-4259282.2646475,1,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,1.5521671396
160,1567043388.06194,21,20727585.2032977,31,-17316639.510095,10107529.9703669,5521783.41402193,1,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.705159908644
160,1567043388.06194,107,37482591.5969971,36,4087098.40509321,32233880.1858495,106257.096735234,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.909452137104
160,1567043388.06194,108,36554246.9449682,28,-15019754.6429105,29828870.4419024,711178.652931829,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.717434410225
160,1567043388.06194,111,38060980.7622353,13,-10752216.8386808,26131828.5017204,-17261088.0043462,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,-1
160,1567043388.06194,112,37028595.1137028,22,-15255837.1867366,13017748.4674222,33929858.2100032,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.702875994129
160,1567043388.06194,114,37081518.5316982,29,-1716453.52034293,31967407.4674051,-3116035.06126582,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.879720188356
160,1567043388.06194,115,37499481.79082,14,1816988.13387701,18304529.5857315,33280239.439857,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,-1
160,1567043388.06194,121,38128450.6489765,15,-8309844.25229632,28045981.4211196,-15236175.6584523,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,1.2273759369
160,1567043388.06194,132,22038934.3720066,33,-12392072.3919332,8929447.04351023,18394704.4344088,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.637771543236
160,1567043388.06194,135,22716359.5910148,41,-919627.252263265,18198107.1467732,3001208.93058558,4,0.000567064729713797,-2704269.32485055,-4260013.26972416,3888267.09638017,0.801461819536
161,1567043389.05518,8,21359699.0405679,20,-9892035.55924775,4143850.66518161,21963364.3777418,1,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,0.738566641201
161,1567043389.05518,9,23203312.6756965,36,5641558.57929346,15600548.7769972,-4262326.10469498,1,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,1.5524163216
161,1567043389.05518,16,24470952.7455618,22,-25508534.3822957,-9720080.28533216,10266849.3636401,1,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,2.5776944704
161,1567043389.05518,21,20727628.4124438,32,-17316650.399083,10106983.6703552,5524930.30601209,1,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,0.705075937344
161,1567043389.05518,107,37482750.4162179,36,4087101.71153266,32233874.40858,106267.422304704,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,0.909419713225
161,1567043389.05518,111,38061440.3744408,13,-10751253.7265296,26130991.306989,-17263176.0660559,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,-1
161,1567043389.05518,112,37028715.5484701,19,-15256920.4592478,13017531.489217,33929473.1903353,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,0.702850843044
161,1567043389.05518,114,37081939.4021895,28,-1715208.71939785,31967152.5650067,-3118525.47011518,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,0.879757706116
161,1567043389.05518,115,37499622.6399841,12,1816081.06771423,18303873.7667069,33280853.9644527,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,-1
161,1567043389.05518,121,38128925.4133877,14,-8308771.58782858,28045218.6343921,-15238382.8005022,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,-1
161,1567043389.05518,132,22039334.6620664,31,-12392095.5922166,8927503.26295671,18396810.0669797,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,0.637779529321
161,1567043389.05518,135,22716216.8702039,39,-919737.748054104,18197928.2211185,3004313.51993424,4,0.000567348354285323,-2704259.20553129,-4260019.15581008,3888269.2504866,0.801349022761
162,1567043390.05669,8,21360246.1345034,19,-9893113.01264606,4141470.74190131,21964484.0462302,1,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,0.738613049476
162,1567043390.05669,9,23203872.2439507,36,5641019.41164069,15599986.023096,-4265369.93576231,1,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,1.5526655236
162,1567043390.05669,21,20727675.5546913,32,-17316660.9937316,10106437.2769693,5528076.99704628,1,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,0.704993650321
162,1567043390.05669,107,37482909.4863379,36,4087105.11238025,32233868.8586106,106277.641958849,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,0.909387289924
162,1567043390.05669,111,38061902.5634049,13,-10750290.6394095,26130154.1940644,-17265264.1381252,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,-1
162,1567043390.05669,112,37028835.493676,16,-15258003.6689441,13017314.8986228,33929087.886713,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,0.702829045801
162,1567043390.05669,114,37082361.9056381,27,-1713963.86019143,31966897.705037,-3121015.96725271,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,0.879795224676
162,1567043390.05669,115,37499764.8605858,11,1815174.00140053,18303218.3106617,33281468.2093646,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,-1
162,1567043390.05669,121,38129400.8104615,11,-8307698.93883232,28044455.9173074,-15240589.9658761,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,-1
162,1567043390.05669,132,22039737.3093798,30,-12392118.8225529,8925559.47151141,18398915.2753375,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,0.637789112689
162,1567043390.05669,135,22716073.9798635,39,-919848.166386732,18197749.1764843,3007417.96807914,4,0.000567708092279324,-2704249.1797721,-4260024.99941287,3888271.49794989,0.8012398144
163,1567043391.08272,8,21360788.7254571,20,-9894191.07503757,4139091.13390202,21965603.0591674,1,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,0.738661178116
163,1567043391.08272,9,23204431.5732688,37,5640479.65064498,15599423.3254152,-4268413.86106497,1,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,1.5529147456
163,1567043391.08272,21,20727722.3039315,33,-17316671.8060526,10105890.9421804,5531223.38382722,1,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,0.704914726464
163,1567043391.08272,107,37483068.1694988,36,4087108.0956748,32233863.687936,106287.652422504,4,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,0.909351052801
163,1567043391.08272,111,38062364.6473633,14,-10749328.0892946,26129317.3149511,-17267352.3238364,4,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,-1
163,1567043391.08272,112,37028955.8579031,15,-15259087.32776,13017098.8476389,33928702.195864,4,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,0.702807248896
163,1567043391.08272,114,37082785.4221242,27,-1712719.45470948,31966643.0394949,-3123506.65594498,4,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,0.879832744036
163,1567043391.08272,115,37499907.1302341,12,1814266.42299045,18302563.3696013,33282082.0713167,4,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,-1
163,1567043391.08272,132,22040142.8847102,29,-12392142.5949376,8923615.82121642,18401019.9561642,4,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,0.637798696129
163,1567043391.08272,135,22715931.2025641,40,-919959.019271132,18197570.1648702,3010522.17168496,4,0.00056825271158175,-2704239.55028873,-4260030.48145282,3888273.51484355,0.801127033249
164,1567043392.07108,9,23204991.2076736,37,5639938.87797533,15598860.6166162,-4271457.8993048,1,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,1.5531390625
164,1567043392.07108,16,24472459.2633743,28,-25511673.7143629,-9721465.91595041,10258125.5414939,1,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,2.5788184569
164,1567043392.07108,21,20727773.7381605,33,-17316683.2543897,10105344.598607,5534369.44746228,1,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,0.704840844304
164,1567043392.07108,27,23554171.9055029,22,-15425145.3408735,-8166111.05571356,23116226.1814256,1,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,1.5689817081
164,1567043392.07108,107,37483226.999763,36,4087110.24312252,32233858.8291817,106297.43492351,4,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,0.909305280625
164,1567043392.07108,111,38062827.411281,14,-10748366.4945025,26128480.6022942,-17269440.6419442,4,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,-1
164,1567043392.07108,112,37029077.3731831,15,-15260171.853963,13016883.268896,33928316.0990192,4,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,0.7027804224
164,1567043392.07108,114,37083210.7706522,27,-1711475.92127622,31966388.5010119,-3125997.55494371,4,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,0.879864636121
164,1567043392.07108,115,37500048.1029913,12,1813357.91420581,18301908.8761619,33282695.5315365,4,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,-1
164,1567043392.07108,132,22040542.1560881,30,-12392167.3276999,8921672.24468083,18403124.090714,4,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,0.637805085129
164,1567043392.07108,135,22715788.8583301,40,-920070.725049894,18197391.1189064,3013626.11191933,4,0.00056901231368758,-2704230.75218228,-4260035.65213586,3888275.29330532,0.801008890081
165,1567043393.06632,9,23205550.7449871,37,5639396.98442072,15598298.0239758,-4274502.06601121,1,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,1.5533883225
165,1567043393.06632,21,20727822.3430272,34,-17316695.4479657,10104798.3734625,5537515.17237313,1,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,0.704766966016
165,1567043393.06632,107,37483385.8989184,36,4087111.44555143,32233854.4095902,106306.973871944,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,0.909272859364
165,1567043393.06632,111,38063287.3454299,16,-10747405.9642155,26127644.183344,-17271529.1080518,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,1.3394821696
165,1567043393.06632,112,37029197.8614246,16,-15261257.3567097,13016668.2896394,33927929.5805873,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,0.702761979481
165,1567043393.06632,114,37083634.0708659,27,-1710233.36907474,31966134.2168323,-3128488.67985759,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,0.879905909089
165,1567043393.06632,115,37500190.793217,12,1812448.36590351,18301254.9576061,33283308.5744245,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,-1
165,1567043393.06632,121,38130822.1852614,12,-8304485.52069343,28042169.0211358,-15247212.2934431,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,-1
165,1567043393.06632,132,22040946.6718143,30,-12392193.1300446,8919728.86926543,18405227.6632771,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,0.637817863225
165,1567043393.06632,135,22715646.4883327,40,-920183.392944116,18197212.1658401,3016729.77314013,4,0.000569630471295358,-2704222.90833054,-4260040.37325994,3888276.82448093,0.8008997049
166,1567043394.07667,9,23206110.4185104,37,5638854.11642847,15597735.7028532,-4277546.18235516,1,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,1.5536376025
166,1567043394.07667,21,20727871.2743719,34,-17316708.2403454,10104252.4220602,5540660.73722105,1,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,0.704694770521
166,1567043394.07667,107,37483545.0172196,36,4087111.84944657,32233850.5844852,106316.448029491,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,0.909242345764
166,1567043394.07667,111,38063747.8505466,16,-10746446.3519804,26126808.2134509,-17273617.5433618,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,1.3395979081
166,1567043394.07667,112,37029315.5427689,15,-15262343.689498,13016454.0651959,33927542.8193298,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,0.702745213401
166,1567043394.07667,114,37084056.0034817,27,-1708991.6516499,31965880.3422853,-3130979.85190552,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,0.879947183025
166,1567043394.07667,115,37500333.1099921,11,1811537.92458195,18300601.7692667,33283921.3787433,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,-1
166,1567043394.07667,121,38131295.0654942,13,-8303416.3083811,28041407.3984339,-15249419.8738657,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,-1
166,1567043394.07667,132,22041353.2152494,30,-12392219.8555214,8917785.85031658,18407330.8525994,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,0.637833836025
166,1567043394.07667,135,22715504.1611506,40,-920296.876517654,18197033.4609996,3019833.33405131,4,0.000570166917311417,-2704215.86167285,-4260044.50047768,3888278.28257838,0.8007923169
167,1567043395.07974,9,23206670.1246176,37,5638310.17173591,15597173.5010484,-4280590.01214316,1,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,1.5538869025
167,1567043395.07974,16,24473914.1763328,27,-25514817.5246359,-9722846.20262123,10249398.646133,1,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,2.5799748129
167,1567043395.07974,21,20727920.5998858,35,-17316721.7338034,10103706.5921498,5543806.37806787,1,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,0.704624257561
167,1567043395.07974,107,37483704.0072812,36,4087111.35258373,32233847.2016319,106326.093525978,4,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,0.909213739729
167,1567043395.07974,111,38064211.029135,16,-10745487.7600497,26125972.5404035,-17275705.7117182,4,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,1.3397136516
167,1567043395.07974,112,37029436.110901,14,-15263430.9545079,13016240.4433391,33927156.0513855,4,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,-1
167,1567043395.07974,114,37084479.0111166,27,-1707750.87126308,31965626.7251436,-3133470.83492384,4,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,0.879992210241
167,1567043395.07974,121,38131768.6917869,12,-8302348.10682213,28040646.060407,-15251627.2002974,4,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,-1
167,1567043395.07974,132,22041753.7460993,31,-12392247.6063895,8915843.03559104,18409433.8948283,4,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,0.637848211716
167,1567043395.07974,135,22715361.9224399,40,-920411.278043628,18196854.852155,3022937.03072522,4,0.000570607604137972,-2704209.7157613,-4260048.18586152,3888279.90467617,0.800686725721
168,1567043396.07937,8,21363486.6503119,22,-9899596.89124735,4127198.85909663,21971189.2385823,1,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,0.738915598404
168,1567043396.07937,9,23207230.0689243,37,5637765.57438091,15596611.7147679,-4283633.94979978,1,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,1.5541362225
168,1567043396.07937,21,20727969.6841224,35,-17316735.5043144,10103161.1798853,5546951.70036197,1,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,0.704555426884
168,1567043396.07937,27,23557148.4784021,24,-15429083.7116029,-8176516.39607921,23114324.8585703,1,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,1.5702345481
168,1567043396.07937,107,37483863.1864491,36,4087110.3790386,32233844.5572014,106335.515870224,4,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,0.909188948196
168,1567043396.07937,111,38064671.9390901,17,-10744529.7643532,26125137.4603765,-17277794.0076352,4,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,1.3398294001
168,1567043396.07937,112,37029557.735119,14,-15264518.7276472,13016027.7202433,33926768.8822627,4,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,-1
168,1567043396.07937,114,37084901.3875997,27,-1706510.60385857,31965373.6615813,-3135962.02340441,4,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,0.880040991025
168,1567043396.07937,121,38132242.5048627,11,-8301280.4919618,28039885.3032409,-15253834.6672216,4,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,-1
168,1567043396.07937,132,22042154.3124214,31,-12392275.9586071,8913900.72134253,18411536.3953917,4,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,0.637868976889
168,1567043396.07937,135,22715219.892134,40,-920526.173495206,18196676.6354822,3026040.46861263,4,0.000571188659303837,-2704204.04652022,-4260051.13324053,3888281.29628317,0.800586510025
169,1567043397.07228,8,21364038.3772645,23,-9900680.60226836,4124821.57404385,21972304.8488322,1,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,0.738975771769
169,1567043397.07228,9,23207789.8172201,37,5637220.25756526,15596049.7847158,-4286677.90790446,1,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,1.5543855625
169,1567043397.07228,16,24474875.7233369,27,-25516914.9922523,-9723762.97892553,10243579.3649644,1,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,2.5807458609
169,1567043397.07228,21,20728018.9243634,35,-17316749.6186877,10102615.6259216,5550096.79139206,1,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,0.704489956921
169,1567043397.07228,107,37484022.3706062,37,4087108.86205199,32233842.0918638,106344.802422369,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,0.909166064004
169,1567043397.07228,111,38065134.0800536,18,-10743572.4316824,26124302.4140671,-17279882.3437166,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,1.3399451536
169,1567043397.07228,112,37029676.9483486,15,-15265607.0756638,13015815.3365804,33926381.3993189,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,0.702706652176
169,1567043397.07228,114,37085325.8720758,28,-1705270.91623394,31965120.5922764,-3138453.32995067,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,0.880089773161
169,1567043397.07228,115,37500761.0572517,10,1808801.83483126,18298646.0014644,33285758.6809103,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,-1
169,1567043397.07228,121,38132715.4069327,15,-8300213.5305785,28039124.5676186,-15256042.1872742,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,1.2282845584
169,1567043397.07228,132,22042558.7447494,32,-12392304.9789669,8911958.34830925,18413638.4415842,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,0.637891339761
169,1567043397.07228,135,22715077.8918238,41,-920641.629680577,18196498.251656,3029143.73501851,4,0.00057170719910789,-2704198.92070889,-4260053.90194472,3888282.54475955,0.800486300601
170,1567043398.08232,8,21364578.0304128,22,-9901764.70897644,4122443.81421468,21973419.4146235,1,0.00057229192288439,-2704193.99915922,-4260057.08223818,3888283.18793059,0.739035947584
170,1567043398.08232,9,23208349.8416075,37,5636674.56041979,15595487.1206641,-4289722.34856246,1,0.00057229192288439,-2704193.99915922,-4260057.08223818,3888283.18793059,1.5546598596
